"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"62981","NC_059185.1",4508209,4508210,"*",4.83788905876175e-08,1.06082643626543e-06,26.3360059668096
"66283","NC_059185.1",9498108,9498109,"*",0.000527840177516823,0.0033571566131613,-17.1936242487588
"67257","NC_059185.1",10608912,10608913,"*",2.26557050462293e-07,4.24082350777476e-06,-26.8893335385563
"68272","NC_059185.1",11392680,11392681,"*",6.09729848482633e-07,1.00995118627816e-05,-25.9749516342531
"77366","NC_059186.1",8880318,8880319,"*",1.17054784875508e-07,2.40629504377559e-06,26.2071436445816
"82482","NC_059187.1",297312,297313,"*",1.44267236956505e-13,8.51688601992178e-12,-25.4832347140039
"84062","NC_059187.1",1532547,1532548,"*",0.000319608957845046,0.00225724692989306,-15.6298833994471
"85341","NC_059187.1",2735433,2735434,"*",1.30773944043913e-05,0.000149796923009163,19.4874441004472
"86785","NC_059187.1",3756357,3756358,"*",0.0017808616000571,0.00879877031409838,-16.0914250651941
"87342","NC_059187.1",4181791,4181792,"*",3.67774231261652e-07,6.36659734008171e-06,-22.6601169941503
"93172","NC_059187.1",8980183,8980184,"*",1.53011278622401e-06,2.24388977701059e-05,20
"94846","NC_059187.1",10119347,10119348,"*",0.000485232904234071,0.00312939046655624,-15.681946511986
"94852","NC_059187.1",10120996,10120997,"*",0.000500838899411907,0.00321204286250675,18.004191321499
"95331","NC_059188.1",93145,93146,"*",3.67116313322256e-10,1.2615562188063e-08,-30.989010989011
"97183","NC_059188.1",1866883,1866884,"*",1.37274197764232e-07,2.74832951616934e-06,22.5375738056897
"97421","NC_059188.1",2001321,2001322,"*",4.73474611876342e-08,1.04819259064342e-06,27.6057276057276
"103603","NC_059188.1",9988033,9988034,"*",0.000922829369578962,0.00518221323440134,-15.1430262379167
"103605","NC_059188.1",9988066,9988067,"*",0.000275475392448435,0.00201990474982714,-15.3333333333333
"104170","NC_059188.1",10430801,10430802,"*",6.03556792586145e-11,2.57336926814283e-09,-35.1557197798054
"106473","NC_059188.1",12099418,12099419,"*",2.71357321415961e-05,0.00028398577784329,22.3749494652505
"106657","NC_059188.1",12217624,12217625,"*",4.44394318307269e-08,1.00310421209829e-06,-18.8035495716034
"107218","NC_059188.1",12695252,12695253,"*",5.63914747068425e-05,0.00052946486206663,18.7405731523379
"108517","NC_059189.1",55737,55738,"*",1.25186574307103e-08,3.3514830868292e-07,-19.6623704118801
"109575","NC_059189.1",620675,620676,"*",1.34999967338992e-13,8.17951955220108e-12,-20.4839439167797
"109680","NC_059189.1",731681,731682,"*",0.00189111800145089,0.00918582177851745,-15.5969634230504
"109852","NC_059189.1",837791,837792,"*",0.000304680608924156,0.00217854568278237,-17.5480769230769
"110057","NC_059189.1",996436,996437,"*",1.4288917555757e-09,4.57011149945237e-08,-20.0424322234067
"110586","NC_059189.1",1511384,1511385,"*",0.000132207827367871,0.00107135906089138,-22.0875420875421
"113671","NC_059189.1",3794054,3794055,"*",1.38961177308827e-08,3.67749389423718e-07,28.8058856819468
"113811","NC_059189.1",3953767,3953768,"*",4.00041765790673e-09,1.16588569143668e-07,-21.4363946494299
"122524","NC_059190.1",52054,52055,"*",0.000106222870217228,0.000892575984141936,20.9888357256778
"125218","NC_059190.1",2515528,2515529,"*",1.922421253413e-08,4.81103437437358e-07,27.2772636545092
"126534","NC_059190.1",3608992,3608993,"*",0.000531642759656712,0.00337202671522699,20.1346019958227
"131334","NC_059191.1",170661,170662,"*",0.00121856270657691,0.00650568767410058,-18.2675529705027
"131786","NC_059191.1",476999,477000,"*",8.89061764972136e-06,0.000106060178186366,20.2965649669298
"138906","NC_059191.1",7993116,7993117,"*",1.17374941224782e-05,0.00013580008427497,21.1221122112211
"140418","NC_059191.1",9191049,9191050,"*",0.000187540369114739,0.00145383809728725,-17.7647058823529
"140419","NC_059191.1",9191061,9191062,"*",1.14970352896669e-06,1.77380764779809e-05,-22.1777198211624
"141080","NC_059191.1",9530300,9530301,"*",7.36634214566222e-08,1.55597679854848e-06,26.2632325657536
"141202","NC_059191.1",9631189,9631190,"*",5.35302782507894e-13,3.00603042704409e-11,29.3358188345761
"147660","NW_025533332.1",9520,9521,"*",2.43505337636947e-11,1.12128550787101e-09,-21.616510823917
"147661","NW_025533332.1",9605,9606,"*",3.08989529858462e-25,1.18568749962657e-22,-36.3151453575634
"147662","NW_025533332.1",9691,9692,"*",5.57015141223521e-22,9.8650973760625e-20,-32.687338501292
"147663","NW_025533332.1",9755,9756,"*",1.53858264608693e-23,3.54240781836839e-21,-34.9701401735719
"147664","NW_025533332.1",9777,9778,"*",1.79029813003483e-24,5.36789978911431e-22,-37.3237014103887
"147665","NW_025533332.1",9863,9864,"*",1.83134542341483e-16,1.62171542514174e-14,-31.4101057579318
"147671","NW_025533332.1",10525,10526,"*",8.11486988765576e-31,1.86835452799263e-27,-37.3259823747286
"147691","NW_025533332.1",12158,12159,"*",2.42479123868704e-14,1.74462504981493e-12,-18.229833546735
"1747","NC_059182.1",1522170,1522171,"*",6.51514967000324e-07,1.06385640460051e-05,-17.729059199214
"2443","NC_059182.1",1936625,1936626,"*",6.51362982316094e-14,4.28482172401735e-12,-35.7953394123607
"25055","NC_059183.1",5662439,5662440,"*",2.68338025120666e-06,3.69950378599795e-05,21.4808744613921
"25427","NC_059183.1",5964632,5964633,"*",5.47433116186702e-05,0.000520826925332382,21.9279279279279
"32178","NC_059183.1",13747033,13747034,"*",1.13789819017624e-10,4.51703172894483e-09,-24.6064010643802
"32179","NC_059183.1",13747047,13747048,"*",3.38750472601932e-15,2.7854771905842e-13,-27.0335618910141
"37959","NC_059183.1",18099536,18099537,"*",6.79006537275342e-05,0.000617918449636253,19.7201931410177
"59157","NC_059185.1",1167224,1167225,"*",2.35125118646151e-10,8.32843497183049e-09,17.0295616717635
"59159","NC_059185.1",1167241,1167242,"*",2.66869624478135e-09,8.14575409678277e-08,18.5082469712451
"75373","NC_059186.1",7613227,7613228,"*",2.2614795055665e-05,0.00023994441771671,20.4000773096251
"75374","NC_059186.1",7613265,7613266,"*",0.000235559418362841,0.0017608707721354,16.5786273845357
"75375","NC_059186.1",7613269,7613270,"*",1.1798789683264e-06,1.78719359731823e-05,22.280712249008
"76430","NC_059186.1",8310807,8310808,"*",0.000129931127568791,0.0010570718311568,-16.9011861865811
"77554","NC_059186.1",9075055,9075056,"*",5.58393646432878e-05,0.000526900207788229,-22.2304943418702
"84163","NC_059187.1",1603773,1603774,"*",0.00152000202738478,0.00780591730639084,16.541701073493
"86792","NC_059187.1",3770289,3770290,"*",0.000863171437986176,0.00490704189771336,17.2959433040078
"93548","NC_059187.1",9316769,9316770,"*",1.53333185176889e-10,5.78740733506861e-09,29.6382166835724
"93549","NC_059187.1",9316797,9316798,"*",1.34311303025577e-13,8.17951955220108e-12,35.8751542575072
"93550","NC_059187.1",9316807,9316808,"*",2.45449568627312e-12,1.25582026654624e-10,34.2168860551213
"93551","NC_059187.1",9316826,9316827,"*",3.92383605813888e-11,1.70456164617485e-09,33.0944374000772
"93552","NC_059187.1",9316845,9316846,"*",5.88462174640737e-07,9.81786811879015e-06,25.5978491580586
"93553","NC_059187.1",9316880,9316881,"*",1.16333753891152e-06,1.77380764779809e-05,22.1791877883465
"95230","NC_059187.1",10346263,10346264,"*",2.61987155079438e-17,2.51331246549608e-15,-25.548929249119
"95231","NC_059187.1",10346266,10346267,"*",1.24294893110136e-17,1.30079342313829e-15,-27.9993166731745
"95232","NC_059187.1",10346280,10346281,"*",2.29203160278974e-18,2.63856825966405e-16,-28.0243902439024
"95233","NC_059187.1",10346302,10346303,"*",7.5254456530634e-20,1.15509762988327e-17,-29.7848955880044
"95234","NC_059187.1",10346313,10346314,"*",3.03223036554457e-17,2.79254327515461e-15,-27.1306025074869
"95235","NC_059187.1",10346332,10346333,"*",6.17656360786248e-19,7.90045568194019e-17,-26.2886597938144
"95843","NC_059188.1",601231,601232,"*",2.83758682047703e-06,3.8888178782603e-05,-18.2218366428893
"95844","NC_059188.1",601254,601255,"*",3.92718140117041e-05,0.000386405084976767,-15.2970505196131
"109635","NC_059189.1",705329,705330,"*",8.56374888075587e-10,2.85754159696087e-08,29.5700242961906
"113586","NC_059189.1",3694757,3694758,"*",2.23570237997644e-05,0.000239416047771815,22.7272727272727
"114218","NC_059189.1",4282414,4282415,"*",8.69465217272074e-12,4.17050555059191e-10,-19.9351412083142
"114597","NC_059189.1",4613432,4613433,"*",3.85847689315803e-08,8.97342913089348e-07,30.162703379224
"120952","NC_059189.1",9103539,9103540,"*",7.35212273264508e-05,0.000661226896775643,-18.2992099226914
"120953","NC_059189.1",9103553,9103554,"*",0.000546801166922896,0.003439743632603,-19.6428571428571
"120997","NC_059189.1",9153959,9153960,"*",0.000555786207726386,0.00345175135302401,20.3578629032258
"147678","NW_025533332.1",10973,10974,"*",1.45093072970025e-19,1.96505850745666e-17,-20.7017543859649
"147679","NW_025533332.1",11059,11060,"*",1.56240999290063e-28,8.99316879145954e-26,-34.7012362637363
"147680","NW_025533332.1",11145,11146,"*",4.22977765454246e-16,3.60687841176877e-14,-20.4777992277992
"147681","NW_025533332.1",11208,11209,"*",7.78378252019809e-27,3.58425101519974e-24,-30.3608660785886
"147682","NW_025533332.1",11230,11231,"*",8.43364959923593e-24,2.15749983731924e-21,-26.5600966820479
"147683","NW_025533332.1",11380,11381,"*",6.29084259148533e-30,7.24196715622627e-27,-32.3868964848171
"147684","NW_025533332.1",11402,11403,"*",6.13650042067393e-29,4.70952646426509e-26,-33.6749258866157
"147685","NW_025533332.1",11552,11553,"*",1.86516242847928e-24,5.36789978911431e-22,-29.3859649122807
"147686","NW_025533332.1",11574,11575,"*",1.16907114433929e-21,1.92260750617692e-19,-30.1458190931875
"147687","NW_025533332.1",11831,11832,"*",3.34395519242896e-14,2.2644318798024e-12,-25.1333877346055
"59441","NC_059185.1",1475938,1475939,"*",1.05317729133947e-06,1.64953630920603e-05,21.9352080084511
"68535","NC_059185.1",11653619,11653620,"*",3.0969809758151e-14,2.16073907469663e-12,36.0425594798286
"77419","NC_059186.1",8963788,8963789,"*",1.9158899462156e-07,3.64554880023875e-06,-18.964526784432
"80166","NC_059186.1",10803119,10803120,"*",0.0016440496788335,0.00828092442244584,15.0753768844221
"86627","NC_059187.1",3573231,3573232,"*",1.00067118543027e-06,1.57803367456921e-05,20.0377893245158
"86793","NC_059187.1",3770294,3770295,"*",0.000327978887939889,0.00227449786422863,17.9375804375804
"93547","NC_059187.1",9316759,9316760,"*",6.62201903225269e-11,2.77207810860523e-09,29.7972654408298
"97704","NC_059188.1",2200710,2200711,"*",8.93352435041443e-13,4.67463683731879e-11,33.3747012318441
"108133","NC_059188.1",13452579,13452580,"*",3.48311013273637e-09,1.02813544575939e-07,26.9487359550562
"120996","NC_059189.1",9151561,9151562,"*",3.81603026020742e-06,4.99202636243479e-05,17.2110225556076
"74731","NC_059186.1",6864871,6864872,"*",1.08855115597552e-10,4.39695191012648e-09,25.497899604098
"111504","NC_059189.1",2097933,2097934,"*",2.21371542900906e-08,5.48045443713055e-07,-23.3958333333333
"124836","NC_059190.1",2042929,2042930,"*",1.54192859631757e-09,4.86316641110061e-08,-17.3055782119933
"147674","NW_025533332.1",10716,10717,"*",7.97686829214944e-19,9.66621717724282e-17,-24.7544173492766
"31","NC_059182.1",61872,61873,"*",1.42916234241614e-09,4.57011149945237e-08,24.644376899696
"40462","NC_059184.1",792909,792910,"*",1.06917539338674e-14,7.94081337461716e-13,34.9144713466321
"41035","NC_059184.1",1374578,1374579,"*",5.11072642527418e-13,2.94171348098812e-11,37.427900021363
"56473","NC_059184.1",13458363,13458364,"*",1.35013790003582e-07,2.72678568476489e-06,22.0048991897494
"82789","NC_059187.1",531896,531897,"*",0.000144052457281409,0.00115562386593796,18.6721611721612
"87422","NC_059187.1",4239711,4239712,"*",0.000606392634600538,0.00367477163250633,15.3703828298459
"88775","NC_059187.1",5609577,5609578,"*",7.12350944559622e-08,1.51861602038105e-06,-20.0920245398773
"88776","NC_059187.1",5609592,5609593,"*",5.19505659669707e-09,1.49512679346559e-07,-21.1917725347852
"88777","NC_059187.1",5609602,5609603,"*",9.82117450709255e-09,2.69191826893777e-07,-20.772547940178
"147673","NW_025533332.1",10694,10695,"*",9.57980925882911e-23,1.838033167694e-20,-24.3137254901961
"147677","NW_025533332.1",10887,10888,"*",8.08033926556472e-20,1.16275265835591e-17,-20.7746478873239
"147688","NW_025533332.1",12050,12051,"*",6.60420772119990e-12,3.30552633100444e-10,-15.0577804343495
"147689","NW_025533332.1",12072,12073,"*",4.64331175909831e-18,5.09080283367885e-16,-22.4731562232192
"147690","NW_025533332.1",12136,12137,"*",1.47165253285151e-17,1.47317782928433e-15,-23.0803571428571
"263","NC_059182.1",347993,347994,"*",3.46359136160223e-09,1.02813544575939e-07,27.9015544041451
"18996","NC_059183.1",98564,98565,"*",6.60468410227916e-13,3.53639951970191e-11,37.3482309124767
"37960","NC_059183.1",18099567,18099568,"*",2.15328976671877e-09,6.69959399763595e-08,18.0224867724868
"87506","NC_059187.1",4361581,4361582,"*",6.46746106851999e-06,7.96287585001984e-05,17.7967281587191
"115417","NC_059189.1",5720742,5720743,"*",4.41658345775209e-07,7.47696351029546e-06,20.6839945280438
"1798","NC_059182.1",1533023,1533024,"*",3.00624365147112e-05,0.00030899673202639,-16.5605095541401
"42310","NC_059184.1",2265396,2265397,"*",2.96361420497387e-23,6.20307040794237e-21,44.6038777606574
"86791","NC_059187.1",3770262,3770263,"*",0.00018107672346643,0.00141324786988681,15.3795292250727
"12387","NC_059182.1",12889966,12889967,"*",3.00909148516981e-07,5.41585817182089e-06,19.796122041631
"131937","NC_059191.1",577205,577206,"*",2.00011469173013e-07,3.77461618127338e-06,17.0015864621893
"68423","NC_059185.1",11562084,11562085,"*",1.77933244015848e-06,2.57654481341696e-05,16.98490786292
"11421","NC_059182.1",12272775,12272776,"*",8.23478107942969e-12,4.0339631638102e-10,17.0731707317073
"40776","NC_059184.1",1182392,1182393,"*",1.15053688249879e-13,7.35827089924925e-12,22.6162726162726
"57045","NC_059185.1",33936,33937,"*",1.88681175480498e-11,8.86564263333804e-10,19.1616766467066
"96542","NC_059188.1",1150993,1150994,"*",4.95097203260323e-08,1.07538094265623e-06,15.9424724602203
"96543","NC_059188.1",1151013,1151014,"*",4.67480602412598e-07,7.85634878651612e-06,16.504232441089
"59155","NC_059185.1",1167202,1167203,"*",2.19855076612054e-10,8.0347742091783e-09,16.4950841070338
"59158","NC_059185.1",1167232,1167233,"*",1.99054303345598e-10,7.3919259836074e-09,17.7777777777778
"40198","NC_059184.1",587262,587263,"*",2.24931753769105e-10,8.09186304089565e-09,17.3913043478261
"1141","NC_059182.1",1125104,1125105,"*",2.71015014853776e-11,1.22349135325233e-09,16.2650602409639
"1142","NC_059182.1",1125117,1125118,"*",1.1953993363546e-10,4.66486120752136e-09,17.7005347593583
"78374","NC_059186.1",9551880,9551881,"*",7.85309984987237e-11,3.22872324563584e-09,15.2542372881356
"78375","NC_059186.1",9551892,9551893,"*",3.6274785032753e-10,1.2615562188063e-08,15.1488095238095
