"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"125684","NC_059183.1",17409294,17409295,"*",0.00113325110909837,0.00489708887197236,-15.5235864837738
"137720","NC_059184.1",843452,843453,"*",7.77066014154629e-09,2.16103465166551e-07,-32.4550898203593
"137721","NC_059184.1",843459,843460,"*",4.4430148825316e-06,5.47353765924639e-05,-25.2289109682447
"137722","NC_059184.1",843491,843492,"*",9.77741900761053e-05,0.000690155279104226,-21.0291067725095
"139029","NC_059184.1",1315280,1315281,"*",0.000592622823485557,0.00287988883677472,-20.7359307359307
"140688","NC_059184.1",1591677,1591678,"*",5.80642631168702e-05,0.000454448657503672,-18.6030343925081
"145459","NC_059184.1",2858546,2858547,"*",1.21567841757736e-08,3.19124478702357e-07,-33.2264645875838
"147231","NC_059184.1",3356307,3356308,"*",6.3941430985341e-07,1.02045738520534e-05,-26.7558528428094
"147523","NC_059184.1",3474978,3474979,"*",9.14955348017276e-14,1.02798098361437e-11,-33.571850975754
"148497","NC_059184.1",3785256,3785257,"*",1.22824209855547e-11,7.6830852520999e-10,-36.7009867009867
"152531","NC_059184.1",4680985,4680986,"*",7.65529968038124e-10,2.68780278197265e-08,-32.3359073359073
"156140","NC_059184.1",5632648,5632649,"*",1.83355844111935e-07,3.38825711028591e-06,-25
"159320","NC_059184.1",7008213,7008214,"*",1.76263393882261e-05,0.000173447872551051,-19.5134551260978
"186201","NC_059184.1",13438021,13438022,"*",2.60036633867602e-08,6.18981569304054e-07,-26.1044645462504
"186601","NC_059184.1",13558279,13558280,"*",0.000132072516583651,0.000876995319064934,-19.8664181422802
"188818","NC_059185.1",109973,109974,"*",6.36875818590842e-09,1.82538246112998e-07,22.822445561139
"189147","NC_059185.1",148166,148167,"*",3.54317160124449e-05,0.000311005018890297,-15.7674213466627
"190872","NC_059185.1",379017,379018,"*",1.28319702688888e-05,0.000133786897738103,15.5846833578792
"195278","NC_059185.1",1180318,1180319,"*",0.000205642443724359,0.00125568328713675,-16.5101652123843
"199808","NC_059185.1",2080469,2080470,"*",4.43023380266477e-06,5.47353765924639e-05,15.6963021243116
"224844","NC_059185.1",10608912,10608913,"*",0.000112256317752148,0.00077420369085116,-20.8049018242585
"229176","NC_059185.1",11596559,11596560,"*",7.87228425619251e-05,0.000583427299980406,-19.6334603520232
"232596","NC_059185.1",12255844,12255845,"*",0.000602733739999601,0.002913899442213,-17.603550295858
"232597","NC_059185.1",12255851,12255852,"*",0.00275818797507099,0.00972054754546583,-16.0731132075472
"234929","NC_059186.1",84921,84922,"*",0.000518927692415546,0.00259817964206703,-16.4383561643836
"235006","NC_059186.1",95278,95279,"*",4.39995424233397e-07,7.53580238964511e-06,25.7041960947237
"256873","NC_059186.1",8864914,8864915,"*",2.01627507786446e-09,6.43564825530397e-08,-19.4416070820565
"271977","NC_059187.1",119409,119410,"*",2.63349637602136e-08,6.21599924680218e-07,24.7434017595308
"271978","NC_059187.1",119421,119422,"*",0.000269686422771072,0.00155225994216019,16.5004846974103
"272402","NC_059187.1",249035,249036,"*",2.82483111040101e-08,6.4507849732582e-07,-21.7631917631918
"272403","NC_059187.1",249038,249039,"*",4.60446898956925e-06,5.59877174255753e-05,-19.9797365754813
"272573","NC_059187.1",297312,297313,"*",7.18173508384912e-08,1.55171235563812e-06,-23.8814016172507
"282484","NC_059187.1",2735433,2735434,"*",6.56013098439695e-05,0.000502078513570364,18.3431952662722
"304698","NC_059187.1",8031010,8031011,"*",0.000171432676308042,0.0010894229633823,18.9287136598965
"305703","NC_059187.1",8199226,8199227,"*",2.15646236121049e-06,3.07468653351406e-05,-18.6776061776062
"305976","NC_059187.1",8327229,8327230,"*",0.000903571622805252,0.00406076404751431,18.1037248262342
"307531","NC_059187.1",8728056,8728057,"*",5.89985393287568e-11,2.63042485574872e-09,-29.1793428658351
"307532","NC_059187.1",8728080,8728081,"*",1.53916725109819e-06,2.28614781021797e-05,-19.4444444444444
"307533","NC_059187.1",8728104,8728105,"*",6.46268616960895e-05,0.000495972013558493,-15.4765919612472
"308668","NC_059187.1",8980183,8980184,"*",3.79745114242634e-07,6.58419022932451e-06,-25.3987667532997
"308672","NC_059187.1",8980538,8980539,"*",1.47417796127423e-18,3.76428431959019e-16,-40.5965183006221
"310489","NC_059187.1",9326270,9326271,"*",1.22786494991977e-07,2.37852537850219e-06,-31.0299646804147
"312734","NC_059187.1",9749183,9749184,"*",4.7633848832038e-05,0.00039121433280525,-18.1081429861918
"314829","NC_059187.1",10120996,10120997,"*",4.72018838250918e-09,1.38106235719472e-07,30.5803571428571
"315926","NC_059187.1",10324520,10324521,"*",0.00220229428033638,0.00822588625228698,-15.2711323763955
"320485","NC_059188.1",1016705,1016706,"*",8.42177056940055e-06,9.57704751693245e-05,19.8583376002731
"326296","NC_059188.1",2860937,2860938,"*",0.000373750138111884,0.00200726569529568,15.2647433669331
"330037","NC_059188.1",4382273,4382274,"*",1.76607775750716e-05,0.000173447872551051,21.4458793769139
"347081","NC_059188.1",10430801,10430802,"*",2.16143046700184e-05,0.000205799560240051,-23.531924809694
"348781","NC_059188.1",10862561,10862562,"*",0.000131850066110889,0.000876995319064934,-19.0045248868778
"354858","NC_059188.1",12112268,12112269,"*",3.30816161506606e-17,6.63718422040319e-15,-40.0843342703808
"354859","NC_059188.1",12112304,12112305,"*",1.21589398458112e-12,1.0044815920036e-10,-34.4930678756817
"354860","NC_059188.1",12112553,12112554,"*",3.23098584058189e-11,1.53818379838036e-09,-32.3519458544839
"354879","NC_059188.1",12127676,12127677,"*",1.49932287409243e-11,8.2575303800828e-10,-19.7471264367816
"356006","NC_059188.1",12412129,12412130,"*",5.80777057872307e-07,9.42949726109559e-06,-24.1739130434783
"356321","NC_059188.1",12489608,12489609,"*",4.37579695127653e-05,0.000366891410049531,-21.7179794748767
"357071","NC_059188.1",12615651,12615652,"*",0.001812185946075,0.0071190477469642,16.3313292457884
"362962","NC_059189.1",55732,55733,"*",1.08634642447493e-10,4.48729494413909e-09,-18.2094594594595
"362963","NC_059189.1",55737,55738,"*",3.36229465662859e-08,7.61621639253291e-07,-20.10841238403
"366933","NC_059189.1",620675,620676,"*",1.60303703030089e-06,2.33298225343535e-05,-20.3619909502262
"367471","NC_059189.1",731656,731657,"*",4.99469952769539e-05,0.000401984335175355,-21.3118874088967
"367472","NC_059189.1",731681,731682,"*",1.03236545792312e-05,0.000111101045840208,-22.0707208435597
"368204","NC_059189.1",837791,837792,"*",0.000197761079859704,0.001215485589393,-17.7207282246549
"368723","NC_059189.1",907597,907598,"*",0.000329722905022967,0.00182310043528507,-18.4810126582278
"370606","NC_059189.1",1495387,1495388,"*",2.48023992747272e-08,6.06753214195314e-07,-26.6256313131313
"370719","NC_059189.1",1511384,1511385,"*",0.000363136009938416,0.00195774797548645,-20.8349110185536
"372861","NC_059189.1",2109433,2109434,"*",4.78438282365691e-08,1.06654839610837e-06,25.8720930232558
"376566","NC_059189.1",2729893,2729894,"*",0.00210138729967588,0.00797626497365645,-15.8967614663817
"380507","NC_059189.1",3794054,3794055,"*",5.15090279983012e-13,4.98896602284905e-11,38.4376890502117
"380943","NC_059189.1",3953767,3953768,"*",1.62518910375071e-05,0.000162451143044817,-16.7345681936615
"381919","NC_059189.1",4245705,4245706,"*",6.01730355187902e-07,9.71354735797754e-06,27.0847457627119
"391819","NC_059189.1",6765138,6765139,"*",6.72169068064225e-06,7.8340559718719e-05,24.0622788393489
"404712","NC_059189.1",9544617,9544618,"*",8.66287374283919e-06,9.77209830500292e-05,-20.6172839506173
"405029","NC_059189.1",9653908,9653909,"*",0.000432061273180968,0.00225993654380913,-17.3682675481237
"413319","NC_059190.1",1213576,1213577,"*",2.68183854959463e-08,6.22547435378561e-07,-28.9951012842579
"419677","NC_059190.1",2786633,2786634,"*",1.98185703764718e-07,3.6383634639645e-06,-28.7651845736526
"421332","NC_059190.1",3010351,3010352,"*",1.4848294910226e-20,7.63070564920859e-18,-18.8668268148037
"429074","NC_059190.1",4997532,4997533,"*",8.66798172969383e-05,0.000632386291880595,-17.5227272727273
"438365","NC_059191.1",115216,115217,"*",0.000161288087439988,0.00102819201262096,17.2888709514681
"438366","NC_059191.1",115255,115256,"*",1.95056336151131e-09,6.297468433634e-08,30.363483179876
"438367","NC_059191.1",115277,115278,"*",1.15682560163458e-10,4.70916589590007e-09,33.4295334295334
"438368","NC_059191.1",115286,115287,"*",2.31624558061798e-11,1.16177430300283e-09,35.2864044168392
"438369","NC_059191.1",117218,117219,"*",4.57989788718447e-05,0.000380596056745244,-20.9427374301676
"438370","NC_059191.1",117221,117222,"*",4.98641390194852e-05,0.000401984335175355,-20.9653353690274
"438780","NC_059191.1",230955,230956,"*",6.6723409843429e-07,1.05289101514026e-05,-26.7131647776809
"439967","NC_059191.1",474806,474807,"*",6.13241026868016e-05,0.000474514804533759,21.1781701444623
"448413","NC_059191.1",2531051,2531052,"*",2.56450163447708e-06,3.49672073897019e-05,19.049983449189
"466189","NC_059191.1",7993116,7993117,"*",0.000152971545549957,0.000992311324731348,-19.5767195767196
"467353","NC_059191.1",8266187,8266188,"*",2.43784931596887e-05,0.00022524671407786,-16.2104362703165
"471544","NC_059191.1",9191049,9191050,"*",3.60630727046401e-11,1.66057341931944e-09,-30.2008987575998
"471545","NC_059191.1",9191061,9191062,"*",4.25164813277907e-11,1.92615314902967e-09,-30.1885614385614
"472420","NC_059191.1",9351215,9351216,"*",9.18482906595729e-07,1.42533743941459e-05,-15.5100841262261
"473959","NC_059191.1",9580083,9580084,"*",1.8104029982888e-05,0.000177181572993405,22.3359973359973
"473960","NC_059191.1",9580098,9580099,"*",6.89808388330926e-06,8.0064186399839e-05,22.9949874686717
"474106","NC_059191.1",9631189,9631190,"*",6.44530123836519e-09,1.82866105148165e-07,26.7636508569151
"482081","NW_025533137.1",43919,43920,"*",5.11441589776723e-05,0.000409273960791887,16.1397058823529
"493366","NW_025533332.1",9605,9606,"*",8.63868963215821e-08,1.79737746410233e-06,-20.2500128343344
"493368","NW_025533332.1",9755,9756,"*",7.85943099731695e-10,2.72540642866681e-08,-22.2231702114693
"493369","NW_025533332.1",9777,9778,"*",1.74581258071128e-07,3.24747533325781e-06,-20.0737329540381
"493375","NW_025533332.1",10525,10526,"*",1.33323269946117e-05,0.000138185303093655,-15.7817012339197
"494321","NW_025533362.1",25570,25571,"*",2.05516303397952e-11,1.04956364648452e-09,18.5309643893339
"494325","NW_025533362.1",25827,25828,"*",3.39435211871352e-10,1.30604825108502e-08,19.6451502351489
"494328","NW_025533362.1",25975,25976,"*",3.35152010985403e-07,5.92065690253192e-06,16.747534374775
"494330","NW_025533362.1",26061,26062,"*",1.16784008050478e-07,2.29388968387573e-06,17.5773115773116
"494331","NW_025533362.1",26083,26084,"*",8.28019488612588e-08,1.73564519279705e-06,17.6917335043309
"494335","NW_025533362.1",26768,26769,"*",6.56850556105924e-08,1.44089159302157e-06,15.9640094066324
"494341","NW_025533362.1",27342,27343,"*",4.98564371360329e-06,6.01022191883004e-05,18.5657827254352
"494343","NW_025533362.1",27524,27525,"*",2.72153820478368e-05,0.000249001090631731,17.310243183493
"494344","NW_025533362.1",27588,27589,"*",1.37397860920722e-07,2.59011407888746e-06,16.3499604117181
"494345","NW_025533362.1",27610,27611,"*",1.84462352250594e-12,1.43923075588473e-10,21.5538739152702
"494346","NW_025533362.1",28209,28210,"*",4.39106326175786e-10,1.64449902417516e-08,17.6970995790703
"494347","NW_025533362.1",28273,28274,"*",2.74435125180384e-06,3.68823512635495e-05,15.7830907830908
"494348","NW_025533362.1",28295,28296,"*",1.44446190086121e-05,0.000148617049106479,15.7720713204165
"494349","NW_025533362.1",28359,28360,"*",1.11798220039371e-05,0.000119309082133493,16.6808510638298
"494350","NW_025533362.1",28381,28382,"*",4.00760367532804e-05,0.000343191175293537,16.104917466079
"494352","NW_025533362.1",28553,28554,"*",4.14070255235481e-14,4.84605101659728e-12,23.4813714902808
"494353","NW_025533362.1",28703,28704,"*",2.53043922537098e-08,6.07484552495736e-07,18.8644739586955
"494354","NW_025533362.1",28725,28726,"*",2.58954449490652e-06,3.5138095733989e-05,15.8474822807574
"494357","NW_025533362.1",29927,29928,"*",2.05760079986699e-05,0.000197926278131387,15.7622739018088
"22920","NC_059182.1",5924672,5924673,"*",1.54643872890669e-06,2.28614781021797e-05,-17.3628515733779
"22921","NC_059182.1",5924676,5924677,"*",1.00138202876472e-08,2.6946102495271e-07,-21.9073083778966
"40418","NC_059182.1",12771155,12771156,"*",2.80903789442065e-06,3.73938629639107e-05,21.3899613899614
"77545","NC_059183.1",3350660,3350661,"*",4.82835052511544e-10,1.78447467294119e-08,24.3238496663154
"81205","NC_059183.1",4665689,4665690,"*",3.01554025475809e-09,9.10767178018467e-08,28.6907055693183
"82200","NC_059183.1",4965951,4965952,"*",1.51086611227511e-05,0.00015375954593207,-16.6175828970332
"144594","NC_059184.1",2687658,2687659,"*",1.34504302093818e-07,2.55269924245403e-06,-26.2373986204806
"210284","NC_059185.1",4710907,4710908,"*",2.34604575780429e-05,0.000218199989315563,15.5183116076971
"250923","NC_059186.1",7704528,7704529,"*",0.000103183586932637,0.000719168678163925,19.0782690204656
"270353","NC_059186.1",12300996,12300997,"*",0.000107470745947575,0.000743514460084244,18.7647058823529
"270354","NC_059186.1",12301007,12301008,"*",0.000609682790495449,0.00293235319434468,16.5293925247539
"276363","NC_059187.1",1168264,1168265,"*",2.04768519789595e-05,0.000197649350452886,-15.7829191343333
"310422","NC_059187.1",9316769,9316770,"*",2.44771707120694e-10,9.54891241384399e-09,28.9993380406002
"310423","NC_059187.1",9316797,9316798,"*",2.8249477907682e-11,1.36806780210742e-09,33.6640680368533
"310424","NC_059187.1",9316807,9316808,"*",7.92064346281275e-12,5.70454548116601e-10,35.5180722891566
"310425","NC_059187.1",9316826,9316827,"*",9.53903388301509e-08,1.94676429732415e-06,28.8285291943828
"310426","NC_059187.1",9316845,9316846,"*",9.28865235615661e-05,0.00066898024223929,21.6210036962238
"316182","NC_059187.1",10346302,10346303,"*",0.000399657178722724,0.00213011079133159,-16.7684167684168
"327497","NC_059188.1",3605590,3605591,"*",0.00133436433448321,0.0055525930108056,-15.8333333333333
"349403","NC_059188.1",11050936,11050937,"*",5.83486200026808e-06,6.88618714821555e-05,24.4726766446224
"380094","NC_059189.1",3694757,3694758,"*",0.000106416697367677,0.000738040072423484,21.0244486718805
"383166","NC_059189.1",4613432,4613433,"*",0.00109562297797042,0.00476380310811123,17.5419621039138
"402453","NC_059189.1",8904993,8904994,"*",1.48737930089647e-08,3.8683268959735e-07,-32.5017357093265
"419856","NC_059190.1",2811199,2811200,"*",0.000325284510476523,0.00180566864227749,20.0854700854701
"422261","NC_059190.1",3260890,3260891,"*",0.00067878587256984,0.00318664407756547,15.5714468139446
"422267","NC_059190.1",3261002,3261003,"*",0.000279905796308961,0.00159151278785462,-16.8699454703512
"422271","NC_059190.1",3264339,3264340,"*",1.57193288441006e-06,2.31166991855435e-05,16.0884431274219
"422272","NC_059190.1",3264357,3264358,"*",1.30681610061323e-06,1.97727608313764e-05,15.8474046278924
"423428","NC_059190.1",3583345,3583346,"*",3.97066933564354e-06,5.0068855995129e-05,-19.7688974482427
"429076","NC_059190.1",4997618,4997619,"*",6.82743292100955e-07,1.07134562500808e-05,-21.9305464121132
"431712","NC_059190.1",7396454,7396455,"*",0.00170569844323307,0.00677978351644085,18.0421918055744
"493388","NW_025533332.1",11380,11381,"*",7.40623337142256e-11,3.20043657890437e-09,-22.5571609145746
"493389","NW_025533332.1",11402,11403,"*",2.72371243636646e-11,1.34218254834338e-09,-23.9837845770049
"494322","NW_025533362.1",25625,25626,"*",1.36598405690213e-17,2.95139588686096e-15,20.473580808603
"494323","NW_025533362.1",25656,25657,"*",1.46500692671448e-20,7.63070564920859e-18,22.3055774911526
"22114","NC_059182.1",5717460,5717461,"*",8.85179349455723e-05,0.000640803296939892,-19.325324506267
"22115","NC_059182.1",5717484,5717485,"*",0.000173841368866248,0.00109728214291484,-18.4146341463415
"22116","NC_059182.1",5717503,5717504,"*",1.04468104656297e-05,0.000111997315653463,-21.2251941328732
"22117","NC_059182.1",5717511,5717512,"*",1.18974130282065e-06,1.8161842503324e-05,-23.3822042467139
"79996","NC_059183.1",4307685,4307686,"*",9.61838861954488e-05,0.000684647243398661,15.1633986928105
"107555","NC_059183.1",13221333,13221334,"*",4.34547584161135e-07,7.48815671550001e-06,23.817150178457
"137441","NC_059184.1",800742,800743,"*",1.9907667196493e-10,7.87566460093557e-09,-15.3446284174047
"137442","NC_059184.1",800752,800753,"*",7.14653760850409e-11,3.13646827485349e-09,-15.7007866685286
"229729","NC_059185.1",11653619,11653620,"*",2.78676420533362e-06,3.72740100834027e-05,21.737851944424
"255713","NC_059186.1",8622098,8622099,"*",0.00148021806375622,0.00606960344851357,15.4773024472259
"257300","NC_059186.1",8963755,8963756,"*",9.24573478641501e-06,0.00010224284001422,19.6230274693162
"257301","NC_059186.1",8963788,8963789,"*",2.9389806353731e-06,3.87563001470452e-05,21.181698485846
"282209","NC_059187.1",2711243,2711244,"*",1.38770887708212e-07,2.59855729485342e-06,-15.875958846839
"282210","NC_059187.1",2711245,2711246,"*",9.76422714718613e-10,3.30434185192484e-08,-19.6791023441967
"282211","NC_059187.1",2711269,2711270,"*",1.07859148323249e-08,2.8580927016237e-07,-17.9867487303669
"283565","NC_059187.1",2949372,2949373,"*",3.16910766211294e-09,9.46965875816027e-08,-16.7818740399386
"283566","NC_059187.1",2949433,2949434,"*",1.64577009548151e-14,2.29563954120144e-12,-30.8336579664979
"283567","NC_059187.1",2949443,2949444,"*",1.14021922719057e-16,2.135120009305e-14,-29.6703296703297
"310417","NC_059187.1",9316660,9316661,"*",1.95440963950328e-11,1.02270570247633e-09,33.5497835497836
"310418","NC_059187.1",9316720,9316721,"*",2.22776329257312e-13,2.31755723838002e-11,32.4106168949218
"310419","NC_059187.1",9316722,9316723,"*",1.07566831706186e-12,9.15565936941108e-11,31.648425499232
"310420","NC_059187.1",9316733,9316734,"*",1.71631817651337e-14,2.29563954120144e-12,33.412910618793
"310421","NC_059187.1",9316759,9316760,"*",1.45053904697436e-11,8.14863020097674e-10,30.5569125549585
"321840","NC_059188.1",1373353,1373354,"*",1.27041640582669e-05,0.000133148564613995,25.9265315020711
"324869","NC_059188.1",2200710,2200711,"*",1.55503139286658e-08,4.00717078621058e-07,28.266971124114
"416161","NC_059190.1",1858697,1858698,"*",0.000474404515335716,0.00244051432266741,16.7115129336634
"425667","NC_059190.1",4172594,4172595,"*",2.51224574855987e-08,6.07484552495736e-07,-29.1318681318681
"444972","NC_059191.1",1760319,1760320,"*",0.000196876853763814,0.00121271377260559,18.5363762991535
"257916","NC_059186.1",9074978,9074979,"*",5.42874623741058e-07,8.91720232276988e-06,15.103591608755
"372736","NC_059189.1",2097933,2097934,"*",3.06733018927134e-21,2.87186792946613e-18,-29.7958769168275
"422299","NC_059190.1",3267175,3267176,"*",2.48418958392861e-08,6.06753214195314e-07,23.3660130718954
"8923","NC_059182.1",1997498,1997499,"*",9.22398753833365e-06,0.00010224284001422,-15.289648622982
"137428","NC_059184.1",792909,792910,"*",1.86893184249165e-14,2.38614028084951e-12,39.0094515607512
"139462","NC_059184.1",1374578,1374579,"*",2.19017197651927e-19,8.78830998843608e-17,49.8678904185788
"201526","NC_059185.1",2426632,2426633,"*",2.1947294258954e-06,3.09779803246759e-05,20.3349185058733
"273352","NC_059187.1",531896,531897,"*",7.48453110256726e-06,8.61588632975365e-05,23.0969812456123
"314639","NC_059187.1",10098117,10098118,"*",3.56016632419806e-11,1.66057341931944e-09,29.9372654302386
"1013","NC_059182.1",347993,347994,"*",1.6879331719128e-14,2.29563954120144e-12,36.4321002530425
"40850","NC_059182.1",12856913,12856914,"*",4.85561565039062e-07,8.21601841527762e-06,20.8521870286576
"128224","NC_059183.1",18099567,18099568,"*",4.64896937725142e-13,4.66362738315228e-11,24.7579199043634
"304457","NC_059187.1",7990429,7990430,"*",6.48471819615049e-10,2.36551426954789e-08,20.8234675085504
"304458","NC_059187.1",7990442,7990443,"*",6.5712820457105e-09,1.84576028644334e-07,19.3887876947986
"385684","NC_059189.1",5720742,5720743,"*",7.84646384519917e-11,3.33929841948258e-09,-16.969696969697
"6292","NC_059182.1",1533023,1533024,"*",3.09917864638473e-12,2.35271909067647e-10,36.6666666666667
"6293","NC_059182.1",1533043,1533044,"*",7.50069712794398e-10,2.68780278197265e-08,27.0349679288227
"142997","NC_059184.1",2265396,2265397,"*",6.16684641874921e-25,1.73216126368411e-21,47.6617675128841
"152299","NC_059184.1",4594261,4594262,"*",7.89050376485488e-15,1.23128167447153e-12,30.9409340659341
"152300","NC_059184.1",4594317,4594318,"*",1.98710961222912e-16,3.48840604994318e-14,32.4088341037494
"355052","NC_059188.1",12148452,12148453,"*",1.32280836928764e-11,7.88087644551754e-10,25.3755451461799
"408055","NC_059190.1",93602,93603,"*",3.36965139473478e-06,4.40221960037341e-05,17.7964344941957
"20098","NC_059182.1",4284400,4284401,"*",5.45236172097357e-13,5.10491593669363e-11,32.7285613040397
"316970","NC_059188.1",273626,273627,"*",2.19732074632582e-07,3.95634401200341e-06,17.8991950018022
"316971","NC_059188.1",273648,273649,"*",7.3182154086803e-06,8.45909893816091e-05,15.3154009441435
"422268","NC_059190.1",3264266,3264267,"*",4.33665845245568e-06,5.38979155496632e-05,17.0051025721129
"24235","NC_059182.1",6247381,6247382,"*",2.58713758241966e-07,4.62855109112634e-06,16.2316089226388
"36126","NC_059182.1",11271767,11271768,"*",5.65052848400204e-12,4.17667479441889e-10,18.9374824782731
"38346","NC_059182.1",12272775,12272776,"*",1.63001185138844e-20,7.63070564920859e-18,31.5
"44946","NC_059182.1",14052655,14052656,"*",1.04250329762988e-11,6.97193511267752e-10,18.552451893234
"44947","NC_059182.1",14052665,14052666,"*",2.20962450638091e-09,6.89606200883687e-08,16.3588457348433
"186175","NC_059184.1",13433431,13433432,"*",7.74711202647601e-19,2.22375677105516e-16,25.0965250965251
"201622","NC_059185.1",2434019,2434020,"*",1.12697581984304e-11,7.36158501590399e-10,20.5298013245033
"234902","NC_059186.1",73718,73719,"*",2.17546171236835e-13,2.31755723838002e-11,23.0769230769231
"308833","NC_059187.1",9029461,9029462,"*",1.19595627744523e-10,4.79890831016312e-09,15.9574468085106
"408235","NC_059190.1",127673,127674,"*",3.63125630265874e-18,8.49964617092195e-16,30.3030303030303
"408236","NC_059190.1",127687,127688,"*",4.41937095608759e-19,1.55165676672109e-16,31
"321749","NC_059188.1",1324631,1324632,"*",6.23741437169669e-13,5.47494559341915e-11,23.6024844720497
"358781","NC_059188.1",13017164,13017165,"*",5.27235597186309e-07,8.71424258071248e-06,19.3328593435241
"358782","NC_059188.1",13017174,13017175,"*",8.95646497338601e-09,2.44244389625316e-07,18.2656155245603
"358783","NC_059188.1",13017185,13017186,"*",2.44494705199847e-14,2.98584192594389e-12,21.7616580310881
"358784","NC_059188.1",13017199,13017200,"*",1.70605108574951e-12,1.36914415474375e-10,18.848167539267
"358785","NC_059188.1",13017209,13017210,"*",5.68336925000768e-13,5.14955106167038e-11,19.672131147541
